direccion,latitud,longitud,distrito,tipo_contenedor
"Sebastián Barranca 699, Lima 15033, Peru",-12.067945649765818,-77.02503894683937,LA VICTORIA,RAEE
"Jiron Nevado Huascaran 1128, La Victoria 15033, Peru",-12.070473795925604,-77.02780326241913,LA VICTORIA,Soterrado
"Jirón Antonio Alarco 543, La Victoria 15019, Peru",-12.068029097450768,-76.99999928437272,LA VICTORIA,RAEE
"Jauregui 616, Lima 15019, Peru",-12.067656131899064,-77.00795558334403,LA VICTORIA,Superficial
"Av. México 2244, Lima 15019, Peru",-12.066854913818112,-77.00493015524245,LA VICTORIA,Soterrado
"Manuel Arrisueño 537, Lima 15034, Peru",-12.08610808027373,-77.01942742791245,LA VICTORIA,Aceite usado
"Ca. Teófilo Castillo 659, La Victoria 15018, Peru",-12.073313036491763,-77.00929853910952,LA VICTORIA,Soterrado
"Jr. Pisagüa 1041, La Victoria 15018, Peru",-12.068397422352811,-77.01094141417369,LA VICTORIA,Reciclaje
"WXMG+2H5, La Victoria 15033, Peru",-12.067724582682589,-77.0234452773295,LA VICTORIA,Reciclaje
"Prol. Lucanas 749, Lima 15018, Peru",-12.066606843051964,-77.01817686139573,LA VICTORIA,Reciclaje
"Jiron Chinchaysuyo 371, La Victoria 15019, Peru",-12.066621897408048,-77.00368336975816,LA VICTORIA,Soterrado
"Prol. Huamanga 1148, La Victoria 15033, Peru",-12.070256794319487,-77.01968145780594,LA VICTORIA,Soterrado
"Iquitos, La Victoria 15033, Peru",-12.06333853421581,-77.030538428355,LA VICTORIA,Reciclaje
"San Cristóbal 531, Lima 15033, Peru",-12.068849480091597,-77.02667395539667,LA VICTORIA,RAEE
"Jr. Abtao 1329, La Victoria 15033, Peru",-12.07305914401394,-77.02125563273886,LA VICTORIA,Superficial
"Eolo 195, La Victoria 00051, Peru",-12.082440133317563,-77.00703840664771,LA VICTORIA,Soterrado
"Las Amatistas 495, Lima 15034, Peru",-12.076026717196507,-77.02451456892247,LA VICTORIA,Superficial
"Jr. La Mar 3, La Victoria 15018, Peru",-12.06144608065221,-77.01992864823804,LA VICTORIA,Aceite usado
"Av. de las Américas 1045, La Victoria 15034, Peru",-12.0755816782342,-77.01774191028686,LA VICTORIA,Reciclaje
"Av. Iquitos 720, La Victoria 15033, Peru",-12.067670292687072,-77.03042287149047,LA VICTORIA,Soterrado
"Jr. Bélgica 192, La Victoria 15033, Peru",-12.072348691495126,-77.01811605033564,LA VICTORIA,Reciclaje
"Pietro Vitorelli 163, Lima 15034, Peru",-12.08323602420526,-77.01131841006777,LA VICTORIA,Superficial
"Jr. Abtao 835, Lima 15033, Peru",-12.066855396512496,-77.02217137401752,LA VICTORIA,RAEE
"Manuel Vildoso 858, Lima 15034, Peru",-12.085663146525466,-77.01794492026134,LA VICTORIA,Superficial
"San Cristóbal 315, Lima 15033, Peru",-12.06897115956854,-77.02828729248738,LA VICTORIA,Soterrado
"Jirón Alberto Montellanos 365, La Victoria 15018, Peru",-12.071495257693812,-77.00759680732524,LA VICTORIA,Aceite usado
"WXMX+7J La Victoria, Peru",-12.06682123916914,-77.00093504779804,LA VICTORIA,Aceite usado
"Jirón Carlos Alberto Saco 355, La Victoria 15034, Peru",-12.070945088274293,-77.00815093021328,LA VICTORIA,RAEE
"Av. México 1136, La Victoria 15033, Peru",-12.074118173567784,-77.01797805072516,LA VICTORIA,Soterrado
"Pietro Vitorelli 291, Lima 15034, Peru",-12.083643809658676,-77.01001664795575,LA VICTORIA,Reciclaje
"Blondet 335, La Victoria 15034, Peru",-12.086994744784336,-77.01049327565568,LA VICTORIA,Aceite usado
"Jaime Garza 499, La Victoria 15034, Peru",-12.078052954200311,-77.01217416287832,LA VICTORIA,Reciclaje
"Jr. Renovación 722, La Victoria 15033, Peru",-12.067257982089073,-77.02647882288169,LA VICTORIA,Reciclaje
"Tda 117, Av. Iquitos 110, La Victoria 15033, Peru",-12.059571223206046,-77.03141377792954,LA VICTORIA,Soterrado
"Jr. Francia 1473, La Victoria 15018, Peru",-12.07047238027095,-77.01479932382054,LA VICTORIA,Reciclaje
"Jorge Valdeavellano 212, Lima 15034, Peru",-12.086874949031255,-77.01075479274579,LA VICTORIA,Superficial
"Prol. Lucanas 1163, Lima 15033, Peru",-12.070607923101626,-77.01753536939721,LA VICTORIA,Reciclaje
"Jirón García Naranjo 612, Lima 15033, Peru",-12.061634454286096,-77.02542722617642,LA VICTORIA,Soterrado
"San Cristóbal 1465, La Victoria 15018, Peru",-12.067304120392016,-77.015258996324,LA VICTORIA,Soterrado
"Av. Iquitos 1327, La Victoria 15033, Peru",-12.073890604498734,-77.0294940388511,LA VICTORIA,RAEE
"Las Turquesas 273, Lima 15034, Peru",-12.079563657158888,-77.02550303124211,LA VICTORIA,Aceite usado
"Lores Tenazoa 257, La Victoria 15019, Peru",-12.069664280645563,-77.0060230615737,LA VICTORIA,Aceite usado
"Las Ágatas 268-A, Lima 15034, Peru",-12.08133019479029,-77.02472019085683,LA VICTORIA,Aceite usado
"Jr. Luis Giribaldi 244, La Victoria 15018, Peru",-12.060823207060777,-77.01723954512259,LA VICTORIA,Soterrado
"Jirón Hipólito Unanue 382, La Victoria 15033, Peru",-12.067336869341672,-77.02913713154679,LA VICTORIA,RAEE
"Jirón José Santos Chocano 429, Lima 07006, Peru",-12.05586970550594,-77.08854012226213,BELLAVISTA,RAEE
"WVVV+WWJ, Av. Colonial, Bellavista 07011, Peru",-12.055084035321242,-77.10527290572527,BELLAVISTA,Superficial
"Calle Grumete Saturnino Mejia 181, Bellavista 07011, Peru",-12.05956324593681,-77.11575931910096,BELLAVISTA,Soterrado
"WVPP+QWJ, Bellavista 07011, Peru",-12.06285898276772,-77.11270064514504,BELLAVISTA,RAEE
"Zorzales 168, Bellavista 07006, Peru",-12.06112164196579,-77.09481095926985,BELLAVISTA,Reciclaje
"Av. Colonial 4560, Bellavista 07006, Peru",-12.053585533387167,-77.09607988316442,BELLAVISTA,Aceite usado
"Jr. Hipolito Unanue 197, Bellavista 07006, Peru",-12.055239306256585,-77.09589808013638,BELLAVISTA,Aceite usado
"WVRW+994, C. 26E, Bellavista 07011, Peru",-12.05891468188769,-77.10403290604985,BELLAVISTA,Reciclaje
"Av. Venezuela 1967, Bellavista 07011, Peru",-12.06263530065457,-77.10223226774048,BELLAVISTA,Aceite usado
"Gavilanes 174, Bellavista 07011, Peru",-12.05513173924584,-77.10010398811252,BELLAVISTA,Aceite usado
"Jr. Garcilazo de la Vega 510, Lima 07006, Peru",-12.056622282986837,-77.08966546101898,BELLAVISTA,Superficial
"WVVX+XCJ, Bellavista 07011, Peru",-12.056400917975948,-77.10053891278903,BELLAVISTA,Superficial
"Mz. A2 Lote 6, Bellavista 07011, Peru",-12.060543491299208,-77.1060716472493,BELLAVISTA,Soterrado
"Av Saenz Peña 1068, Bellavista 07021, Peru",-12.05968221110204,-77.13337417286432,BELLAVISTA,Aceite usado
"WVRR+QR8, C. 4A, Bellavista 07011, Peru",-12.058010428729164,-77.10772731692238,BELLAVISTA,RAEE
"Avestruces 317, Bellavista 07006, Peru",-12.058252696098592,-77.09421116515692,BELLAVISTA,RAEE
"Av. Colonial 3494, Bellavista 07001, Peru",-12.055982244189302,-77.10621350679727,BELLAVISTA,Soterrado
"Jr. Cahuide 385, Bellavista 07016, Peru",-12.067221387222766,-77.1300730754666,BELLAVISTA,RAEE
"Facultad de Ciencias Naturales y Matematica, Bellavista 07011, Peru",-12.06218338060941,-77.11755599199614,BELLAVISTA,RAEE
"Av. Venezuela 5197, San Miguel 15088, Peru",-12.060071939439824,-77.09112040267561,BELLAVISTA,Superficial
"Sebastian Barranca 231, Lima 07006, Peru",-12.057160851875167,-77.09257916240534,BELLAVISTA,Reciclaje
"Av. Miguel Grau 1679, Callao 07021, Peru",-12.059980489279804,-77.1298402326634,BELLAVISTA,Soterrado
"WVPF+67M, Jr. Zarumilla, Bellavista 07016, Peru",-12.06455832685024,-77.12622129593333,BELLAVISTA,Aceite usado
"Av. Miguel Grau 1836, Bellavista 07021, Peru",-12.059921093131614,-77.12778553497293,BELLAVISTA,Superficial
"WVQQ+6V7 San Sebastián Park, Bellavista 07011, Peru",-12.06261174796551,-77.11113149007589,BELLAVISTA,Aceite usado
"C. Hermilio Valdizan 153, Lima 07006, Peru",-12.055781796978913,-77.09258147873975,BELLAVISTA,Aceite usado
"Av. Guardia Chalaca 1821, Bellavista 07001, Peru",-12.060579595048592,-77.1245212284334,BELLAVISTA,Reciclaje
"Bonnemaison 265, Bellavista 07011, Peru",-12.059352455161257,-77.11403894838766,BELLAVISTA,RAEE
"Jr. Nicolas de Pierola 335, Bellavista 07016, Peru",-12.060891449356976,-77.12818642663142,BELLAVISTA,Superficial
"MZ D2 LOTE 6, Bellavista 07011, Peru",-12.060258098284624,-77.10470046525876,BELLAVISTA,RAEE
"Jirón José Santos Chocano 347, Lima 07006, Peru",-12.055172681057623,-77.08811667870809,BELLAVISTA,Superficial
"WVRW+9JX Niño Jesús de Praga Park, C. 26E, Bellavista 07011, Peru",-12.058714121234582,-77.10344496997416,BELLAVISTA,Soterrado
"C. Los Amancaes 605, Bellavista 07011, Peru",-12.061131752464457,-77.10266357790027,BELLAVISTA,Aceite usado
"Av. Colonial 2940, Bellavista 07011, Peru",-12.05684802703901,-77.11094580249542,BELLAVISTA,Aceite usado
"Jr. José Parodi 290, Bellavista 07011, Peru",-12.057888204539369,-77.11513264081047,BELLAVISTA,Reciclaje
"C. los Flamencos 135, Bellavista 07006, Peru",-12.0578716854993,-77.09568312392223,BELLAVISTA,Soterrado
"Jr. Olaya 370, Bellavista 07016, Peru",-12.065395178101518,-77.13067286553496,BELLAVISTA,Reciclaje
"Condamine 340, Lima 07006, Peru",-12.056181271295324,-77.09396164954875,BELLAVISTA,Reciclaje
"Colina 421, Bellavista 07016, Peru",-12.062160283908494,-77.1296339700407,BELLAVISTA,Aceite usado
"WVQR+XCX, Bellavista 07011, Peru",-12.060091371096952,-77.10875123606048,BELLAVISTA,Reciclaje
"Los Robles 455, Lima 07011, Peru",-12.059132456584392,-77.0998986152881,BELLAVISTA,Aceite usado
"Elias Aguirre 575, Bellavista 07016, Peru",-12.063735758464365,-77.12884596417187,BELLAVISTA,Reciclaje
"WVQR+PP3, Av. Víctor Raúl Haya de la Torre, Bellavista 07011, Peru",-12.060867792054374,-77.10842050298712,BELLAVISTA,Soterrado
"Brasil 158, Bellavista 07016, Peru",-12.06581895036102,-77.12508520790625,BELLAVISTA,Aceite usado
"Víctor Fajardo 231, Bellavista 07016, Peru",-12.06040112192404,-77.12936736861953,BELLAVISTA,Soterrado
"Gavilanes 336, Lima 07011, Peru",-12.056721585740654,-77.10039588749247,BELLAVISTA,RAEE
"Facultad de Ciencias Naturales y Matematica, Bellavista 07011, Peru",-12.062480875233843,-77.11750196006108,BELLAVISTA,Soterrado
"WVQR+5WH, C. 46, Bellavista 07011, Peru",-12.061934358291689,-77.10783935913844,BELLAVISTA,Reciclaje
"Calle Alexander Von Humboldt 184, Bellavista 07006, Peru",-12.054863884046638,-77.09473796038708,BELLAVISTA,Superficial
"C. 6E 365, Bellavista 07011, Peru",-12.058693266559962,-77.10263352724554,BELLAVISTA,Soterrado
"C. Alberto Sabogal 115, Bellavista 07011, Peru",-12.057709405200592,-77.1139638295188,BELLAVISTA,Reciclaje
"Calle Narciso de la Colina 870, Bellavista 07016, Peru",-12.06458757738689,-77.12544904020469,BELLAVISTA,Aceite usado
"Los Topacios 116, Bellavista 07016, Peru",-12.058824657883807,-77.12140190651515,BELLAVISTA,RAEE
"WVVX+XCJ, Bellavista 07011, Peru",-12.056551711119187,-77.100909298162,BELLAVISTA,Reciclaje
"Jr. Cahuide 315, Bellavista 07016, Peru",-12.066846300077096,-77.13070321693483,BELLAVISTA,RAEE
"Calle Inca Garcilaso de la Vega 473, Bellavista 07006, Peru",-12.056324394881305,-77.0893476719333,BELLAVISTA,Aceite usado
"Calle Narciso de la Colina 760, Bellavista 07016, Peru",-12.064008814653914,-77.1270639089102,BELLAVISTA,Superficial
"Jr. Alejandro Granda S/n, Bellavista 07011, Peru",-12.06125037802601,-77.11923368499401,BELLAVISTA,RAEE
"Av. Venezuela 5197, San Miguel 15088, Peru",-12.059953365724049,-77.08947738588306,BELLAVISTA,Superficial
"Los Ficus 107, Lima 07011, Peru",-12.061345506922892,-77.098451960695,BELLAVISTA,Aceite usado
"Los Topacios 144, Bellavista 07016, Peru",-12.059429044166226,-77.12121196688423,BELLAVISTA,RAEE
"Jr. Alejandro Granda S/n, Bellavista 07011, Peru",-12.06159335840612,-77.11982498934852,BELLAVISTA,Reciclaje
"Av. Guardia Chalaca 2176, Bellavista 07016, Peru",-12.062748922681063,-77.12330225087484,BELLAVISTA,Reciclaje
"E1, Bellavista 07011, Peru",-12.055269030222606,-77.10094190582339,BELLAVISTA,Soterrado
"WVPM+PM8, C. 58, Bellavista 07011, Peru",-12.063026606468394,-77.11595366185689,BELLAVISTA,Reciclaje
"Calle 8, 181, Bellavista 07011, Peru",-12.058517231953834,-77.1106211897758,BELLAVISTA,Soterrado
"Jirón Pedro D'Onofrio 171, Lima 07011, Peru",-12.055365357261334,-77.09902885354178,BELLAVISTA,Aceite usado
"07001, Bellavista 07011, Peru",-12.063446982847852,-77.11604526969128,BELLAVISTA,Reciclaje
"WVQV+3RR Sr. Divina Misericordia Park, C. 50, Bellavista 07011, Peru",-12.062111181249351,-77.10565475187661,BELLAVISTA,Reciclaje
"César Vallejo 262, Lima 07006, Peru",-12.055919762093184,-77.08992695715524,BELLAVISTA,RAEE
"WWV4+HQH, Av. San Jose, Bellavista 07006, Peru",-12.055915311100902,-77.09283249813095,BELLAVISTA,Aceite usado
"Naranjitos, Carabayllo 15122, Peru",-11.837330843599108,-77.05606606335665,CARABAYLLO,Reciclaje
"65Q4+65 Carabayllo, Peru",-11.761992331560425,-76.84457692053165,CARABAYLLO,Reciclaje
"4XCF+452, Carabayllo 15318, Peru",-11.87964777882764,-77.0271029371721,CARABAYLLO,Aceite usado
"632M+QV Carabayllo, Peru",-11.79810739354602,-76.91528401958675,CARABAYLLO,RAEE
"5493+4F San Antonio, Peru",-11.832131003677262,-76.89630828259115,CARABAYLLO,RAEE
"Av. José Saco Rojas 22, Carabayllo 15121, Peru",-11.854127404019255,-77.0383973169019,CARABAYLLO,Soterrado
"65W3+6G Carabayllo, Peru",-11.754403454764232,-76.84612884595705,CARABAYLLO,Soterrado
"42QG+F6 Carabayllo, Peru",-11.861347797326577,-76.97440219433574,CARABAYLLO,Soterrado
"51, Carabayllo 15320, Peru",-11.775213961201484,-76.97937785549975,CARABAYLLO,Soterrado
"524R+G4 Carabayllo, Peru",-11.843690931559818,-76.9597225468883,CARABAYLLO,Superficial
"5X34+6J2, Carabayllo 15121, Peru",-11.847213726284393,-77.04331478726918,CARABAYLLO,Soterrado
"62RR+XM Carabayllo, Peru",-11.757504024054544,-76.95834673422345,CARABAYLLO,Superficial
"42V6+XF Carabayllo, Peru",-11.855038012937293,-76.98883628700372,CARABAYLLO,Superficial
"54QH+R5 San Antonio, Peru",-11.810416235106617,-76.87200564090881,CARABAYLLO,Aceite usado
"54HW+G3 San Antonio, Peru",-11.821194132886534,-76.85485854962927,CARABAYLLO,Aceite usado
"524V+F3 Carabayllo, Peru",-11.843861175126037,-76.95727421269805,CARABAYLLO,Superficial
"44V2+CM San Antonio, Peru",-11.856446963620074,-76.8982850806336,CARABAYLLO,Aceite usado
"62GP+88 Carabayllo, Peru",-11.774204836267018,-76.96420005820859,CARABAYLLO,Aceite usado
"Gral. Orbegoso 894, Breña 15083, Peru",-12.062237275819912,-77.05542949905956,BREÑA,Aceite usado
"Jr. Breña 161, Breña 15083, Peru",-12.060493161457574,-77.04268246401854,BREÑA,RAEE
"Pedro Ruiz Gallo 932, Breña 15083, Peru",-12.064569557579595,-77.0564118757347,BREÑA,RAEE
"Jr. Loreto 431, Breña 15082, Peru",-12.054326686234536,-77.04921439601463,BREÑA,Aceite usado
"Segundo Piso, Jirón Pastaza 804, Breña 15083, Peru",-12.059001294267013,-77.05515069396135,BREÑA,Soterrado
"WWQW+7J7, Av Aguarico, Breña 15083, Peru",-12.061783371236874,-77.0538256003371,BREÑA,Aceite usado
"Jirón Napo 1037, Breña 15083, Peru",-12.06041650969232,-77.05477210387953,BREÑA,RAEE
"Caravelí 932, Breña 15083, Peru",-12.05804140486549,-77.04991066189157,BREÑA,Superficial
"Jr. Gral. Orbegoso 207, Breña 15083, Peru",-12.067343163375208,-77.04941772978472,BREÑA,Superficial
"Calle Mariscal Jose Luis de Orbegoso 1160, Breña 15083, Peru",-12.060601720827918,-77.05725000491246,BREÑA,Aceite usado
"Jr. Gral. Orbegoso 399, Breña 15083, Peru",-12.065542066499704,-77.051399872682,BREÑA,Reciclaje
"C. República de Portugal 585, Breña 15082, Peru",-12.05782928846696,-77.0481681410808,BREÑA,Superficial
"Pomabamba 719, Lima 15082, Peru",-12.051176767052452,-77.0498654767822,BREÑA,Superficial
"Av. Brasil 306, Jesús María 15083, Peru",-12.061884371990814,-77.04347760314234,BREÑA,Superficial
"Jirón Napo 945, Lima 15083, Peru",-12.059120785326224,-77.05378378658317,BREÑA,RAEE
"Caravelí 1037, Lima 15083, Peru",-12.059266191637716,-77.05050829067524,BREÑA,Superficial
"Av. Arica 791, Lima 15083, Peru",-12.058497087885936,-77.04931645190122,BREÑA,Reciclaje
"Jr. Independencia 458, Breña 15083, Peru",-12.061376307106205,-77.04875377910291,BREÑA,Reciclaje
"Q55Q+6H Lurin, Peru",-12.24194141854021,-76.81104761837729,LURIN,RAEE
"P5R6+CG Lurin, Peru",-12.25897429720382,-76.83869806353519,LURIN,Aceite usado
"Q4G5+QHM, Lurin 15822, Peru",-12.223872293738388,-76.89185638798563,LURIN,Aceite usado
"P4XV+8PW, Cercado de Lima 15823, Peru",-12.251208669352543,-76.85498019097676,LURIN,Reciclaje
"M5W2+877, Lurin 15846, Peru",-12.304034327645155,-76.84937029041693,LURIN,Soterrado
"R88J+67 Lurin, Peru",-12.184445814987576,-76.66927703204632,LURIN,Soterrado
"Q5MP+67 Lurin, Peru",-12.21688229961233,-76.81430056063388,LURIN,Superficial
"Q6H5+8W Lurin, Peru",-12.221670097546433,-76.7901567229639,LURIN,Soterrado
"Q6PV+6F Lurin, Peru",-12.214391422104825,-76.7563450486529,LURIN,Aceite usado
"R792+F9 Lurin, Peru",-12.18131923117959,-76.74908227017916,LURIN,Reciclaje
"Q56X+V6 Lurin, Peru",-12.237771477946804,-76.80194822947558,LURIN,Soterrado
"Q7Q8+R6 Lurin, Peru",-12.210484968178912,-76.73439289430515,LURIN,Aceite usado
"P5FF+2C Lurin, Peru",-12.27740759339853,-76.82641469974156,LURIN,Soterrado
"R7J6+5R Lurin, Peru",-12.169514685368505,-76.73791550926848,LURIN,Superficial
"Q6G9+GF Lurin, Peru",-12.223725648845384,-76.7812764507935,LURIN,Superficial
"R62C+7F Lurin, Peru",-12.199252520351944,-76.77885308213901,LURIN,Aceite usado
"Q6G8+79 Lurin, Peru",-12.224311842442294,-76.78400573323053,LURIN,RAEE
"Q626+FC Lurin, Peru",-12.248846209818607,-76.78887689735922,LURIN,Aceite usado
"J8X5+M4 San Bartolo, Peru",-12.350767584813982,-76.69216116902034,SAN BARTOLO,RAEE
"J6FW+VX San Bartolo, Peru",-12.375270898269928,-76.75256670331382,SAN BARTOLO,Superficial
"J744+49 San Bartolo, Peru",-12.39474292280708,-76.74407599669604,SAN BARTOLO,Soterrado
"J8G2+G2 San Bartolo, Peru",-12.373663894317724,-76.69991168377474,SAN BARTOLO,RAEE
"J8H6+QQ San Bartolo, Peru",-12.370595781787664,-76.68800571041712,SAN BARTOLO,RAEE
"J79V+7Q San Bartolo, Peru",-12.381837690349387,-76.70562387652927,SAN BARTOLO,Reciclaje
"J7C3+7W, San Bartolo 15855, Peru",-12.37854620171808,-76.745835641116,SAN BARTOLO,Aceite usado
"Ctra. Panamericana Sur 46, Punta Negra 15823, Peru",-12.377967570070236,-76.77735885411307,SAN BARTOLO,Reciclaje
"M73R+WH San Bartolo, Peru",-12.345177783539802,-76.70851474025443,SAN BARTOLO,Reciclaje
"J77Q+R6 San Bartolo, Peru",-12.38546326883094,-76.71187939289679,SAN BARTOLO,Superficial
"J8VC+VR Punta Negra, Peru",-12.35531425205554,-76.6779731109731,SAN BARTOLO,Reciclaje
"J7J3+5C San Bartolo, Peru",-12.36951723464994,-76.74642138338076,SAN BARTOLO,Reciclaje
"J78Q+M2 San Bartolo, Peru",-12.383258507623015,-76.71245780321682,SAN BARTOLO,Soterrado
"J6PW+R2 San Bartolo, Peru",-12.362881384749198,-76.75489569640767,SAN BARTOLO,Soterrado
"J792+QQ San Bartolo, Peru",-12.380597635560466,-76.74800771734745,SAN BARTOLO,RAEE
"J7G9+CV San Bartolo, Peru",-12.373989756672367,-76.73033458233762,SAN BARTOLO,Soterrado
"J6GX+9J San Bartolo, Peru",-12.374095161340124,-76.75088833317498,SAN BARTOLO,RAEE
"J6FH+PV San Bartolo, Peru",-12.375734261886336,-76.77033999255711,SAN BARTOLO,Reciclaje
"De Las Ninfas 125, Santa María del Mar 15861, Peru",-12.412020688916432,-76.77720556992128,SANTA MARIA DEL MAR,Superficial
"H6WP+P5 Santa Maria del Mar, Peru",-12.4031894259343,-76.76456421196633,SANTA MARIA DEL MAR,Soterrado
"Mar Pacifico Sur 121, San Bartolo 15856, Peru",-12.398004889019305,-76.7758866851274,SANTA MARIA DEL MAR,Soterrado
"H6PV+JC5, Santa Maria del Mar 15861, Peru",-12.414424088348156,-76.75666574525232,SANTA MARIA DEL MAR,Reciclaje
"J62P+46 Santa Maria del Mar, Peru",-12.399636544307477,-76.7644674691586,SANTA MARIA DEL MAR,Superficial
"H6RJ+3F Santa Maria del Mar, Peru",-12.409873508653948,-76.7687596840783,SANTA MARIA DEL MAR,Soterrado
"H6PV+JFX, Santa Maria del Mar 15861, Peru",-12.413513405939764,-76.75553447689013,SANTA MARIA DEL MAR,Soterrado
"H6MH+58 Santa Maria del Mar, Peru",-12.417092266891684,-76.77173558954183,SANTA MARIA DEL MAR,Soterrado
"H6MJ+4X Santa Maria del Mar, Peru",-12.417132916904512,-76.76758261357685,SANTA MARIA DEL MAR,Soterrado
"H6MQ+R6 Santa Maria del Mar, Peru",-12.415474760252629,-76.76195572661251,SANTA MARIA DEL MAR,RAEE
"H6QR+PQ Santa Maria del Mar, Peru",-12.410675185199764,-76.75804057224317,SANTA MARIA DEL MAR,RAEE
"Copacabana 130, Santa María del Mar 15861, Peru",-12.402997262489684,-76.77049263060866,SANTA MARIA DEL MAR,Soterrado
"H6RR+P4 Santa Maria del Mar, Peru",-12.408132086337709,-76.75966722373,SANTA MARIA DEL MAR,Aceite usado
"H6MQ+HV Santa Maria del Mar, Peru",-12.416000666434211,-76.76032632105772,SANTA MARIA DEL MAR,Aceite usado
"H6PM+45 Santa Maria del Mar, Peru",-12.41463037451282,-76.76710919057595,SANTA MARIA DEL MAR,Superficial
"H6MV+J8 Santa Maria del Mar, Peru",-12.415941890923763,-76.75674313826877,SANTA MARIA DEL MAR,Superficial
"C. Cruz del Sur 145, Santa María del Mar 15861, Peru",-12.411187811145467,-76.77690042472722,SANTA MARIA DEL MAR,Soterrado
"H6VP+8F Santa Maria del Mar, Peru",-12.406742534992354,-76.7637728605213,SANTA MARIA DEL MAR,Reciclaje
"Q872+C8 Punta Hermosa, Peru",-12.236488340149789,-76.69924935067222,PUNTA HERMOSA,Soterrado
"P6VM+JP Punta Hermosa, Peru",-12.255904453513445,-76.76567094391318,PUNTA HERMOSA,Reciclaje
"P8XC+8Q Punta Hermosa, Peru",-12.251694645377468,-76.67805776794668,PUNTA HERMOSA,Reciclaje
"P68H+2J Punta Hermosa, Peru",-12.284914391534622,-76.7709828947763,PUNTA HERMOSA,Soterrado
"P66F+89 Punta Hermosa, Peru",-12.289198987467392,-76.77658034457099,PUNTA HERMOSA,RAEE
"15845 MZ E LOTE 6, Punta Hermosa 15845, Peru",-12.301328357922614,-76.81757833634805,PUNTA HERMOSA,Superficial
"Q82C+RR Punta Hermosa, Peru",-12.247982397557884,-76.67789795875937,PUNTA HERMOSA,Aceite usado
"Q8FP+42 Punta Hermosa, Peru",-12.227162771692589,-76.6648845490102,PUNTA HERMOSA,Aceite usado
"M5R9+VP4, Lima 15845, Peru",-12.307289745663416,-76.82990879306472,PUNTA HERMOSA,RAEE
"M6V4+C4 Punta Hermosa, Peru",-12.30648420636089,-76.79463206084263,PUNTA HERMOSA,Soterrado
"M6R2+66 Punta Hermosa, Peru",-12.309483687826472,-76.79945202436201,PUNTA HERMOSA,RAEE
"Q8V6+4W Punta Hermosa, Peru",-12.207186285556414,-76.68766131047134,PUNTA HERMOSA,Aceite usado
"P7WV+F9 Punta Hermosa, Peru",-12.25375641077986,-76.70660180014174,PUNTA HERMOSA,RAEE
"P6GJ+V6 Punta Hermosa, Peru",-12.272826494733174,-76.7693990006962,PUNTA HERMOSA,Superficial
"Q8R9+XW Punta Hermosa, Peru",-12.207619211122973,-76.68022743215676,PUNTA HERMOSA,Superficial
"P66H+WR Punta Hermosa, Peru",-12.28773177902712,-76.77041002969055,PUNTA HERMOSA,Superficial
"Calle las perasA1 lt.14 Agr. Ecológica del Sur, Punta Hermosa 15845, Peru",-12.314578388070196,-76.80881685346576,PUNTA HERMOSA,Reciclaje
"P6F6+CC Punta Hermosa, Peru",-12.276499887707836,-76.78891152898538,PUNTA HERMOSA,Soterrado
"M766+PP Punta Negra, Peru",-12.338135044444432,-76.73815706588559,PUNTA NEGRA,Soterrado
"P8GV+WR Punta Negra, Peru",-12.272699346536848,-76.655483229429,PUNTA NEGRA,RAEE
"M882+2Q Punta Negra, Peru",-12.334910735671857,-76.69806622588068,PUNTA NEGRA,Reciclaje
"P77P+59, Punta Negra 15850, Peru",-12.286959756368791,-76.71535722352945,PUNTA NEGRA,Soterrado
"P8VM+2R Punta Negra, Peru",-12.257420877601543,-76.66543678412044,PUNTA NEGRA,Superficial
"M8V8+24 Punta Negra, Peru",-12.307478784552869,-76.68473381493617,PUNTA NEGRA,Superficial
"Q9G2+RJ Punta Negra, Peru",-12.222895910430706,-76.64839401180714,PUNTA NEGRA,RAEE
"M7R5+2C Punta Negra, Peru",-12.309979077618934,-76.74146402598753,PUNTA NEGRA,Soterrado
"M779+8X Punta Negra, Peru",-12.336671736077536,-76.73002642678179,PUNTA NEGRA,Reciclaje
"M76M+3F Punta Negra, Peru",-12.339776610859795,-76.71632588293917,PUNTA NEGRA,Aceite usado
"M56X+3M Punta Negra, Peru",-12.33980276932217,-76.80079497989837,PUNTA NEGRA,RAEE
"Q88X+4H Punta Negra, Peru",-12.234710129037245,-76.65110211910662,PUNTA NEGRA,Aceite usado
"P87V+R5 Punta Negra, Peru",-12.285480927205796,-76.65703465434137,PUNTA NEGRA,Superficial
"M7CC+34 Punta Negra, Peru",-12.329841841857686,-76.72964164759605,PUNTA NEGRA,RAEE
"M8WG+4Q Punta Negra, Peru",-12.304722372162804,-76.67311661111486,PUNTA NEGRA,RAEE
"P8JH+G2 Punta Negra, Peru",-12.26865569865276,-76.67244657030808,PUNTA NEGRA,Soterrado
"M8X2+98 Punta Negra, Peru",-12.301622542382304,-76.69922632684602,PUNTA NEGRA,RAEE
"P8P7+JG Punta Negra, Peru",-12.263439176903496,-76.68613856403147,PUNTA NEGRA,RAEE
"Estación Plaza De Flores, Via Expresa Paseo de la República, Barranco 15063, Peru",-12.135933406388032,-77.01851881023337,BARRANCO,Soterrado
"Montero Rosas 119, Barranco 15063, Peru",-12.154574920222675,-77.02207916513589,BARRANCO,Reciclaje
